country,points,price,province,taster_name,title,variety,winery
US,90,25,California,Virginie Boone,Easton 2010 Monarch Mine Vineyard Barbera (Sierra Foothills),Barbera,Easton
US,86,25,California,Virginie Boone,Easton 2011 Cooper Ranch Barbera (Shenandoah Valley (CA)),Barbera,Easton
US,86,25,California,Jim Gordon,Easton 2013 Cooper Ranch Barbera (Shenandoah Valley (CA)),Barbera,Easton
US,89,25,California,Jim Gordon,Easton 2013 Monarch Mine Vineyard Barbera (Sierra Foothills),Barbera,Easton
US,89,25,California,Jim Gordon,Easton 2014 Cooper Ranch Barbera (Shenandoah Valley (CA)),Barbera,Easton
US,88,25,California,Jim Gordon,Easton 2014 Monarch Mine Vineyard Barbera (Sierra Foothills),Barbera,Easton
US,88,18,California,Virginie Boone,Enotria 2009 Barbera (Mendocino County),Barbera,Enotria
US,86,18,California,Virginie Boone,Enotria 2010 Barbera (Mendocino County),Barbera,Enotria
US,87,19,California,Jim Gordon,Enotria 2011 Barbera (Mendocino County),Barbera,Enotria
US,89,19,California,Jim Gordon,Enotria 2012 Barbera (Mendocino County),Barbera,Enotria
US,89,32,California,Jim Gordon,Feist 2015 Reserve Barbera (El Dorado),Barbera,Feist
US,86,27,California,Virginie Boone,Fiddletown Cellars 2010 Concerto Barbera (Amador County),Barbera,Fiddletown Cellars
US,88,27,California,Virginie Boone,Fiddletown Cellars 2011 Reserve Barbera (Amador County),Barbera,Fiddletown Cellars
US,91,32,California,Jim Gordon,Fiddletown Cellars 2012 Reserve Barbera (Amador County),Barbera,Fiddletown Cellars
US,91,24,California,Jim Gordon,Fiddletown Cellars 2013 Barbera (Amador County),Barbera,Fiddletown Cellars
US,91,32,California,Jim Gordon,Fiddletown Cellars 2013 Reserve Barbera (Amador County),Barbera,Fiddletown Cellars
US,90,35,California,Jim Gordon,Helwig 2013 Reserve Barbera (Shenandoah Valley (CA)),Barbera,Helwig
US,91,28,California,Jim Gordon,High Valley Vineyard 2013 Barbera (High Valley),Barbera,High Valley Vineyard
US,90,28,California,Jim Gordon,High Valley Vineyard 2014 High Valley Barbera (Lake County),Barbera,High Valley Vineyard
US,91,26,California,Jim Gordon,Hovey 2012 Walker Cuvée Barbera (El Dorado),Barbera,Hovey
US,88,62,California,Matt Kettmann,Hunt Cellars 2010 Starving Artist Destiny Vineyards Reserve Barbera (Paso Robles),Barbera,Hunt Cellars
US,87,20,California,Virginie Boone,IL Gioiello 2008 Barbera (Amador County),Barbera,IL Gioiello
US,82,25,California,Jim Gordon,Jodar 2013 Barbera (El Dorado),Barbera,Jodar
US,84,30,California,Virginie Boone,Kunde 2011 Destination Series Barbera (Sonoma Valley),Barbera,Kunde
US,88,30,California,Virginie Boone,Kunde 2013 Destination Series Estate Grown Barbera (Sonoma Valley),Barbera,Kunde
US,89,28,California,Virginie Boone,La Folia Winery 2010 Barbera (Sierra Foothills),Barbera,La Folia Winery
US,92,30,California,Virginie Boone,La Folia Winery 2011 Barbera (Sierra Foothills),Barbera,La Folia Winery
US,87,30,California,Jim Gordon,La Folia Winery 2012 Barbera (Sierra Foothills),Barbera,La Folia Winery
US,87,18,California,Virginie Boone,Lang 2010 Barbera (Amador County),Barbera,Lang
US,90,40,California,Jim Gordon,Las Positas 2012 Estate Barbera (Livermore Valley),Barbera,Las Positas
US,89,45,California,Jim Gordon,Las Positas 2013 Estate Barbera (Livermore Valley),Barbera,Las Positas
US,91,50,California,Jim Gordon,Las Positas 2013 Reserve Estate Barbera (Livermore Valley),Barbera,Las Positas
US,85,20,California,Virginie Boone,Lava Cap 2008 Reserve Barbera (El Dorado),Barbera,Lava Cap
US,90,25,California,Virginie Boone,Lava Cap 2010 Barbera (El Dorado),Barbera,Lava Cap
US,89,25,California,Jim Gordon,Lava Cap 2013 Estate Bottled Barbera (El Dorado),Barbera,Lava Cap
US,90,25,California,Jim Gordon,Lava Cap 2014 Estate Bottled Barbera (El Dorado),Barbera,Lava Cap
US,92,25,California,Jim Gordon,Le Mulet Rouge NV Barbera (Amador County),Barbera,Le Mulet Rouge
US,88,40,California,Matt Kettmann,Lone Madrone 2012 Barbera (Paso Robles),Barbera,Lone Madrone
US,86,22,California,Virginie Boone,Macchia 2012 Infamous Cooper Ranch Barbera (Amador County),Barbera,Macchia
US,88,11,California,Virginie Boone,McManis 2012 Jamie Lynn Vineyard Barbera (California),Barbera,McManis
US,87,11,California,Jim Gordon,McManis 2013 Jamie Lynn Vineyard Barbera (California),Barbera,McManis
US,84,11,California,Jim Gordon,McManis 2014 Jamie Lynn Vineyard Barbera (California),Barbera,McManis
US,88,12,California,Jim Gordon,McManis 2015 Jamie Lynn Vineyard Barbera (California),Barbera,McManis
US,90,28,California,Jim Gordon,Miraflores 2012 Miraflores Vineyards Barbera (El Dorado),Barbera,Miraflores
US,91,30,California,Jim Gordon,Miraflores 2014 Estate Barbera (El Dorado),Barbera,Miraflores
US,91,22,California,Jim Gordon,Monte Smith 2014 Pauli Ranch Barbera (Mendocino),Barbera,Monte Smith
US,84,11,California,Virginie Boone,Montevina 2010 Barbera (Amador County),Barbera,Montevina
US,89,10,California,Jim Gordon,Montevina 2013 Skyland Ridge Barbera (Amador County),Barbera,Montevina
US,83,25,California,Jim Gordon,Naggiar 2010 Estate Grown Barbera (Sierra Foothills),Barbera,Naggiar
US,90,26,California,Jim Gordon,"Naggiar 2012 Estate Grown, Produced and Bottled Barbera (Sierra Foothills)",Barbera,Naggiar
US,90,37,California,Jim Gordon,Naggiar 2014 Reserve Barbera (Sierra Foothills),Barbera,Naggiar
US,89,24,California,Virginie Boone,Noceto 2008 Linsteadt Barbera (Shenandoah Valley (CA)),Barbera,Noceto
US,89,28,California,Jim Gordon,Noceto 2011 Linsteadt Vineyard Barbera (Shenandoah Valley (CA)),Barbera,Noceto
US,89,25,California,Jim Gordon,Oak Farm 2013 Barbera (Lodi),Barbera,Oak Farm
US,89,25,California,Jim Gordon,Oak Farm 2014 Barbera (Lodi),Barbera,Oak Farm
US,91,25,California,Jim Gordon,Oak Farm 2015 Barbera (Lodi),Barbera,Oak Farm
US,86,28,California,Virginie Boone,Orsi Family Vineyards 2013 Barbera (Dry Creek Valley),Barbera,Orsi Family Vineyards
US,88,40,California,Matt Kettmann,Palmina 2010 Walker Barbera (Santa Ynez Valley),Barbera,Palmina
US,89,40,California,Matt Kettmann,Palmina 2011 Alisos Barbera (Santa Barbara County),Barbera,Palmina
US,87,26,California,Matt Kettmann,Palmina 2011 Barbera (Santa Barbara County),Barbera,Palmina
US,92,40,California,Matt Kettmann,Palmina 2013 Walker Vineyard Barbera,Barbera,Palmina
US,87,28,California,Matt Kettmann,Parker 2014 Alisos Vineyard Barbera (Santa Barbara County),Barbera,Parker
US,89,20,California,Jim Gordon,Perry Creek 2012 Altitude 2401 Reserve Fair Play Farms Barbera (California),Barbera,Perry Creek
US,91,34,California,Matt Kettmann,Pianetta 2012 Barbera (Central Coast),Barbera,Pianetta
US,90,34,California,Matt Kettmann,Pianetta 2013 Barbera (Central Coast),Barbera,Pianetta
US,92,38,California,Matt Kettmann,Pianetta 2014 Barbera (Santa Barbara County),Barbera,Pianetta
US,90,38,California,Jim Gordon,Portalupi 2012 Shake Ridge Barbera (Amador County),Barbera,Portalupi
US,89,45,California,Jim Gordon,Portalupi 2013 Barbera (Amador County),Barbera,Portalupi
US,89,36,California,Jim Gordon,Portalupi 2014 Pauli Ranch Barbera (Mendocino County),Barbera,Portalupi
US,91,45,California,Jim Gordon,Portalupi 2014 Shake Ridge Ranch Barbera (Amador County),Barbera,Portalupi
US,88,38,California,Jim Gordon,Portalupi 2015 Pauli Ranch Barbera (Mendocino County),Barbera,Portalupi
US,89,45,California,Jim Gordon,Portalupi 2015 Shake Ridge Ranch Barbera (Amador County),Barbera,Portalupi
US,88,30,California,Jim Gordon,Putah Creek 2011 Barbera (Solano County),Barbera,Putah Creek
US,89,30,California,Jim Gordon,Renwood 2013 Barbera (Amador County),Barbera,Renwood
US,88,30,California,Jim Gordon,Renwood 2014 Barbera (Amador County),Barbera,Renwood
US,90,100,California,Jim Gordon,Renwood 2014 Grand Reserve Barbera (Amador County),Barbera,Renwood
US,88,20,California,Virginie Boone,Rosa d'Oro 2009 Barbera (Clear Lake),Barbera,Rosa d'Oro
US,91,24,California,Jim Gordon,Rosa d'Oro 2012 Barbera (Clear Lake),Barbera,Rosa d'Oro
US,87,28,California,Jim Gordon,Rubino Estates Winery 2012 Famiglia Collection Barbera (Livermore Valley),Barbera,Rubino Estates Winery
US,87,30,California,Matt Kettmann,Sarah's Vineyard 2012 Barbera (Santa Clara Valley),Barbera,Sarah's Vineyard
US,88,35,California,Virginie Boone,Scott Harvey 2011 J & S Reserve Barbera (Amador County),Barbera,Scott Harvey
US,87,26,California,Virginie Boone,Sebastiani 2012 Barbera (Sonoma Valley),Barbera,Sebastiani
US,91,38,California,Virginie Boone,Seghesio 2013 Barbera (Alexander Valley),Barbera,Seghesio
US,91,18,California,Jim Gordon,Sera Fina 2013 Barbera (Amador County),Barbera,Sera Fina
US,90,32,California,Jim Gordon,Shannon Ridge 2014 Home Ranch Reserve Barbera (High Valley),Barbera,Shannon Ridge
US,87,14,California,Jim Gordon,Shooting Star 2013 Barbera (Lake County),Barbera,Shooting Star
US,89,28,California,Jim Gordon,Sierra Starr 2013 Cooper Vineyard Barbera (Amador County),Barbera,Sierra Starr
US,87,13,California,Virginie Boone,Sobon Estate 2010 Barbera (Amador County),Barbera,Sobon Estate
US,83,14,California,Virginie Boone,Sobon Estate 2011 Barbera (California),Barbera,Sobon Estate
US,86,16,California,Jim Gordon,Sobon Estate 2013 Barbera (Amador County),Barbera,Sobon Estate
US,90,16,California,Jim Gordon,Sobon Estate 2014 Barbera (Amador County),Barbera,Sobon Estate
US,90,25,California,Matt Kettmann,Solis 2011 Estate Barbera (Santa Clara Valley),Barbera,Solis
US,88,25,California,Jim Gordon,Solitary Cellars 2013 Barbera (Shenandoah Valley (CA)),Barbera,Solitary Cellars
US,87,25,California,Virginie Boone,Sorelle Winery 2009 Belleza Fra Barbera (Lodi),Barbera,Sorelle Winery
US,87,25,California,Virginie Boone,Sorelle Winery 2010 Bellezza Fra Barbera (Lodi),Barbera,Sorelle Winery
US,82,25,California,Virginie Boone,Sorelle Winery 2011 Bellezza Fra Barbera (Lodi),Barbera,Sorelle Winery
US,90,38,California,Jim Gordon,Spicy Vines 2014 Barbarian Barbera (Sierra Foothills),Barbera,Spicy Vines
US,91,34,California,Virginie Boone,Stark 2012 Damiano Vineyard Barbera (Sierra Foothills),Barbera,Stark
US,91,28,California,Virginie Boone,Tamás Estates 2008 Barbera Riserva Barbera (San Francisco Bay-Livermore Valley),Barbera,Tamás Estates
US,91,32,California,Jim Gordon,Tanner 2014 Estate Grown Barbera (Sierra Foothills),Barbera,Tanner
US,89,16,California,Jim Gordon,Terra d'Oro 2013 Barbera (Amador County),Barbera,Terra d'Oro
US,88,18,California,Jim Gordon,Terra d'Oro 2014 Barbera (Amador County),Barbera,Terra d'Oro
US,90,20,California,Virginie Boone,Uvaggio 2008 Barbera (Lodi),Barbera,Uvaggio
US,87,20,California,Virginie Boone,Uvaggio 2010 Barbera (Lodi),Barbera,Uvaggio
US,90,24,California,Jim Gordon,Uvaggio 2014 Barbera (Lodi),Barbera,Uvaggio
US,88,28,California,Jim Gordon,Val du Vino 2012 School House Vineyards Barbera (Sierra Foothills),Barbera,Val du Vino
US,85,22,California,Virginie Boone,Villa Toscano 2010 Barbera (Shenandoah Valley (CA)),Barbera,Villa Toscano
US,86,20,California,Virginie Boone,Villa Toscano 2011 White Barbera (Shenandoah Valley (CA)),Barbera,Villa Toscano
US,83,14,California,Virginie Boone,Villa Toscano 2012 White Barbera Barbera (Shenandoah Valley (CA)),Barbera,Villa Toscano
US,88,29,California,Jim Gordon,Wilderotter 2013 Estate Barbera (Shenandoah Valley (CA)),Barbera,Wilderotter
US,87,30,California,Jim Gordon,Wilderotter 2014 Barbera (Shenandoah Valley (CA)),Barbera,Wilderotter
US,90,28,California,Virginie Boone,Yorba 2008 Shake Ridge Vineyards Barbera (Amador County),Barbera,Yorba
US,86,28,California,Virginie Boone,Yorba 2009 Shake Ridge Vineyards Barbera (Amador County),Barbera,Yorba
US,89,29,California,Jim Gordon,Yorba 2012 Shake Ridge Vineyards Barbera (Amador County),Barbera,Yorba
US,87,45,California,Jim Gordon,Miraflores NV Black Muscat (Sierra Foothills),Black Muscat,Miraflores
US,89,25,California,Virginie Boone,Quady 2012 Elysium Black Muscat (California),Black Muscat,Quady
US,91,22,California,Jim Gordon,Quady 2014 Elysium Black Muscat (California),Black Muscat,Quady
US,92,38,California,Matt Kettmann,Solminer 2014 Delanda Vineyard Blaufränkisch (Santa Ynez Valley),Blaufränkisch,Solminer
US,91,38,California,Matt Kettmann,Solminer 2015 deLanda Vineyard Blaufränkisch (Santa Ynez Valley),Blaufränkisch,Solminer
US,90,45,California,Virginie Boone,29 & Oak Wines 2013 Proprietary Red (Napa Valley),Bordeaux-style Red Blend,29 & Oak Wines
US,92,44,California,Matt Kettmann,Écluse 2013 Ensemble Red (Paso Robles),Bordeaux-style Red Blend,Écluse
US,90,45,California,Matt Kettmann,Écluse 2014 Ensemble Red (Paso Robles),Bordeaux-style Red Blend,Écluse
US,93,49,California,Matt Kettmann,Écluse 2014 Insider Red (Paso Robles),Bordeaux-style Red Blend,Écluse
US,92,75,California,Virginie Boone,Acaibo 2013 Red (Sonoma County),Bordeaux-style Red Blend,Acaibo
US,95,75,California,Matt Kettmann,Aleksander 2011 Red (Paso Robles),Bordeaux-style Red Blend,Aleksander
US,94,95,California,Matt Kettmann,Aleksander 2011 Reserve Red (Paso Robles),Bordeaux-style Red Blend,Aleksander
US,90,65,California,Virginie Boone,Alexander Valley Vineyards 2012 Cyrus Red (Alexander Valley),Bordeaux-style Red Blend,Alexander Valley Vineyards
US,89,65,California,Virginie Boone,Alienor 2009 Grand Vin Red (Lake County),Bordeaux-style Red Blend,Alienor
US,99,300,California,Virginie Boone,Alpha Omega 2012 ERA Red (Napa Valley),Bordeaux-style Red Blend,Alpha Omega
US,94,110,California,Virginie Boone,Alpha Omega 2012 Proprietary Red (Napa Valley),Bordeaux-style Red Blend,Alpha Omega
US,90,54,California,Virginie Boone,Alta 2013 Quatreaux Red (Napa Valley),Bordeaux-style Red Blend,Alta
US,90,75,California,Virginie Boone,Ancient Oak Cellars 2012 Reserve Series Alcaeus Berger Vineyard Red (Sonoma Mountain),Bordeaux-style Red Blend,Ancient Oak Cellars
US,89,75,California,Virginie Boone,Ancient Oak Cellars 2012 To Ergon Berger Vineyard Red (Sonoma Mountain),Bordeaux-style Red Blend,Ancient Oak Cellars
